name,capacity,rpm,cache,form_factor,interface
Western Digital Caviar Green,500.0,5400.0,64.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar 7K4000,4000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar Blue,1000.0,7200.0,32.0,3.5,SATA 6.0 Gb/s
Western Digital Black,6000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate BarraCuda Pro,12000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Hitachi 7K1000.C,1000.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Blue,500.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Seagate Barracuda 7200.10,80.0,7200.0,2.0,3.5,SATA 3.0 Gb/s
Toshiba X300 Pro,14000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E8,3000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba X300,4000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Toshiba P300,2000.0,5400.0,256.0,3.5,SATA 6.0 Gb/s
Western Digital Scorpio Blue,160.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Seagate Momentus 5400.6,250.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Seagate SV35.5,500.0,5900.0,16.0,3.5,SATA 3.0 Gb/s
Seagate SkyHawk,2000.0,5900.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital RE4,2000.0,7200.0,64.0,3.5,SATA 3.0 Gb/s
Seagate Enterprise Capacity,12000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba X300,10000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Western Digital Gold,14000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar Black,4000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Western Digital VelociRaptor,500.0,10000.0,64.0,3.5,SATA 6.0 Gb/s
Samsung Spinpoint F1 DT,1000.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Toshiba MQ01ABD050V,500.0,5400.0,,2.5,SATA 6.0 Gb/s
Seagate Enterprise Capacity,4000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Toshiba X300 Pro,4000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Western Digital Gold,1000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Western Digital Gold,6000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E10 512e/4Kn,10000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar Green,3000.0,5400.0,64.0,3.5,SATA 3.0 Gb/s
Seagate BarraCuda Pro,6000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Western Digital Blue Mobile,320.0,5400.0,16.0,2.5,SATA 6.0 Gb/s
Western Digital Ultrastar,8000.0,7200.0,,3.5,SATA 6.0 Gb/s
Samsung Spinpoint F4,2000.0,5400.0,32.0,3.5,SATA 3.0 Gb/s
Seagate SkyHawk Surveillance +Rescue,6000.0,5400.0,256.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar Green,1500.0,5400.0,64.0,3.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,80.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Western Digital Caviar Blue,250.0,7200.0,8.0,3.5,SATA 3.0 Gb/s
Western Digital Red,8000.0,5400.0,256.0,3.5,SATA 6.0 Gb/s
Western Digital Red,2000.0,5400.0,64.0,3.5,SATA 6.0 Gb/s
Supermicro HDD-T4000-ST4000NM00,4000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Toshiba AL13SEB600,600.0,10500.0,64.0,2.5,SAS 6.0 Gb/s
Seagate SkyHawk AI,8000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba MG08ADA800E,8000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar 7K6000,4000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate BarraCuda,500.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Seagate Enterprise,12000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar Blue,320.0,7200.0,8.0,3.5,SATA 3.0 Gb/s
Seagate BarraCuda,320.0,7200.0,16.0,3.5,SATA 6.0 Gb/s
Western Digital Black,5000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Western Digital Ultrastar DC HC550,16000.0,7200.0,512.0,3.5,SAS 12.0 Gb/s
Western Digital Purple Pro,10000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba PH3500U-1I72,5000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Western Digital Purple,2000.0,5400.0,64.0,3.5,SATA 6.0 Gb/s
Seagate BarraCuda,1500.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Green,500.0,5400.0,32.0,3.5,SATA 3.0 Gb/s
Hitachi HDS723020BLA642,2000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital Purple Pro,18000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Seagate Barracuda XT,3000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital Red Plus,3000.0,5400.0,128.0,3.5,SATA 6.0 Gb/s
Seagate ST2000NX0253,2000.0,7200.0,128.0,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar 7K3000,2000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Seagate Exos X18,10000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Seagate BarraCuda,1000.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Seagate Exos 7E8 512e,8000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Western Digital VelociRaptor,300.0,10000.0,16.0,3.5,SATA 3.0 Gb/s
Western Digital Blue,1000.0,,64.0,2.5,SATA 6.0 Gb/s
Toshiba X300,5000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate BarraCuda Pro,2000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate IronWolf NAS,3000.0,5400.0,256.0,3.5,SATA 6.0 Gb/s
Seagate Exos X18,18000.0,7200.0,256.0,3.5,SAS 12.0 Gb/s
Toshiba MG07ACA12TE,12000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba N300 Pro,18000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Western Digital Gold,2000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Toshiba MG04ACA100N,1000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Western Digital Purple,3000.0,5400.0,64.0,3.5,SATA 6.0 Gb/s
Seagate Constellation ES,1000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Hitachi Travelstar Z5K500,500.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Western Digital RE,5000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar Green,1500.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital Blue,4000.0,,64.0,3.5,SATA 6.0 Gb/s
Seagate SkyHawk AI,16000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Seagate BarraCuda Pro Compute,500.0,7200.0,128.0,2.5,SATA 6.0 Gb/s
Toshiba N300 Pro,10000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Western Digital Purple,12000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Western Digital Black,8000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Seagate Constellation ES.2,3000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E10 512n,6000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba S300,1000.0,5700.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar Blue,160.0,7200.0,8.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F2 EG,500.0,5400.0,16.0,3.5,SATA 3.0 Gb/s
Seagate Barracuda LP,2000.0,5900.0,32.0,3.5,SATA 3.0 Gb/s
Seagate SkyHawk Surveillance +Rescue,8000.0,5400.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba N300,10000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Seagate FireCuda,500.0,,,2.5,SATA 6.0 Gb/s
Seagate IronWolf Pro,2000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate SV35.5,2000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Seagate Constellation ES.3,2000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar Green,1000.0,5400.0,64.0,3.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,80.0,5400.0,8.0,2.5,SATA 1.5 Gb/s
Hitachi 7K1000.C,500.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Hitachi Travelstar 5K1000,1000.0,5400.0,8.0,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar 7K3000,3000.0,7200.0,64.0,3.5,SAS 6.0 Gb/s
Seagate ST3000DM002,3000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Seagate ST500VT000,500.0,5400.0,16.0,2.5,SATA 3.0 Gb/s
Western Digital RE,3000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Seagate BarraCuda,3000.0,5400.0,128.0,2.5,SATA 6.0 Gb/s
Western Digital Caviar Green,1000.0,5400.0,32.0,3.5,SATA 3.0 Gb/s
Seagate SkyHawk,6000.0,5900.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba X300 Pro,10000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba N300,12000.0,7200.0,,3.5,SATA 6.0 Gb/s
Hitachi Travelstar 7K1000,1000.0,7200.0,32.0,2.5,SATA 6.0 Gb/s
Seagate Archive,8000.0,5900.0,128.0,3.5,SATA 6.0 Gb/s
Toshiba MG09 512e,16000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Western Digital WDBMMA0030HNC-NRSN,3000.0,5400.0,64.0,3.5,SATA 6.0 Gb/s
Toshiba S300,2000.0,5400.0,128.0,3.5,SATA 6.0 Gb/s
Western Digital VelociRaptor,600.0,10000.0,32.0,3.5,SATA 6.0 Gb/s
Seagate Pipeline HD,320.0,5900.0,8.0,3.5,SATA 3.0 Gb/s
Western Digital Green,6000.0,5400.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital Purple,8000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Western Digital RE3,250.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Seagate Barracuda ES,750.0,7200.0,16.0,3.5,SATA 6.0 Gb/s
Seagate SkyHawk,4000.0,5900.0,64.0,3.5,SATA 6.0 Gb/s
Hitachi HDN724040ALE640,4000.0,7200.0,,3.5,SATA 6.0 Gb/s
Seagate SkyHawk Surveillance,4000.0,5000.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba MQ04ABD200,2000.0,5400.0,128.0,2.5,SATA 6.0 Gb/s
Seagate SkyHawk Surveillance +Rescue,2000.0,5400.0,256.0,3.5,SATA 6.0 Gb/s
Seagate SkyHawk AI,10000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba MG04ACA400N,4000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Western Digital Black2,1000.0,,,2.5,SATA 6.0 Gb/s
Western Digital Red,1000.0,5400.0,16.0,2.5,SATA 6.0 Gb/s
Hitachi 0F23663,6000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate SkyHawk Surveillance,10000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar Blue,1000.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Seagate Barracuda LP,1000.0,5900.0,32.0,3.5,SATA 3.0 Gb/s
Seagate Archive HDD v2,6000.0,5900.0,128.0,3.5,SATA 6.0 Gb/s
Hitachi Deskstar NAS,4000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar,1000.0,7200.0,32.0,3.5,SATA 6.0 Gb/s
Toshiba V300,1000.0,5700.0,,3.5,SATA 6.0 Gb/s
Toshiba N300 Pro,8000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Hitachi A7K1000-750,750.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Western Digital RE,4000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Seagate Exos X14,10000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Seagate IronWolf NAS,10000.0,7200.0,,3.5,SATA 6.0 Gb/s
Toshiba L200,1000.0,5400.0,128.0,2.5,SATA 6.0 Gb/s
Seagate SkyHawk AI,14000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Hitachi 7K2000,2000.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Seagate Barracuda 7200.12,500.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Western Digital Purple,1000.0,5900.0,64.0,3.5,SATA 6.0 Gb/s
Toshiba N300 Pro,16000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar DC HC530,14000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba X300 Pro,6000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba S300 Pro,6000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba N300,12000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Seagate Exos X18,12000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Hitachi Deskstar 7K2000,2000.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Toshiba P300,6000.0,5400.0,128.0,3.5,SATA 6.0 Gb/s
Western Digital AV-GP,1500.0,5400.0,32.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Black,1500.0,7200.0,64.0,3.5,SATA 3.0 Gb/s
Western Digital Red Plus,4000.0,5400.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital VelociRaptor,600.0,10000.0,32.0,2.5,SATA 6.0 Gb/s
Western Digital Caviar Black,640.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Western Digital WD1001FALS,500.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,500.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Toshiba MK7559GSXP,750.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Hitachi 0F14689,3000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Seagate STCL2000400,2000.0,,64.0,3.5,SATA 6.0 Gb/s
Western Digital Red Pro,4000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Seagate ST5000DM000,5000.0,5900.0,128.0,3.5,SATA 6.0 Gb/s
Toshiba MD04ACA400,4000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Hitachi 0F29530,12000.0,7200.0,256.0,3.5,SAS 12.0 Gb/s
Toshiba MQ01ABF050M,500.0,5400.0,8.0,2.5,SATA 6.0 Gb/s
Western Digital Purple,14000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Seagate FireCuda Compute,2000.0,,,2.5,SATA 6.0 Gb/s
Western Digital WDBMYH0010BNC-NRSN,1000.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Western Digital Red Plus,2000.0,5400.0,128.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E10 512n,4000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba N300,6000.0,7200.0,,3.5,SATA 6.0 Gb/s
Hitachi Deskstar 7K1000.D,500.0,7200.0,32.0,3.5,SATA 6.0 Gb/s
Seagate IronWolf,6000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E8,2000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba N300 Pro,12000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba X300,16000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Western Digital Scorpio Blue,320.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 DT,160.0,7200.0,8.0,3.5,SATA 3.0 Gb/s
Seagate Barracuda ES.2,1000.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,750.0,5200.0,8.0,2.5,SATA 3.0 Gb/s
Western Digital Caviar Blue,750.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Hitachi Travelstar,1000.0,7200.0,32.0,2.5,SATA 6.0 Gb/s
Western Digital Black,750.0,7200.0,16.0,2.5,SATA 6.0 Gb/s
HP 628065-B21,3000.0,7200.0,,3.5,SATA 6.0 Gb/s
Samsung Spinpoint M9T,2000.0,5400.0,32.0,2.5,SATA 6.0 Gb/s
Seagate Surveillance HDD,4000.0,5400.0,64.0,3.5,SATA 6.0 Gb/s
Seagate ST3160023AS,160.0,7200.0,8.0,3.5,SATA 1.5 Gb/s
Seagate Constellation ES.3,2000.0,7200.0,128.0,3.5,SAS 6.0 Gb/s
Toshiba X300,8000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Hitachi 0B36040,4000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Western Digital Scorpio Blue,640.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Hitachi Ultrastar C10K900,600.0,10000.0,64.0,2.5,SATA 6.0 Gb/s
Seagate ST4000NM0034,4000.0,7200.0,128.0,3.5,SAS 12.0 Gb/s
Samsung Spinpoint MP4,250.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Seagate ST5000NM0024,5000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate ST4000LM016,4000.0,5400.0,128.0,2.5,SATA 6.0 Gb/s
Seagate IronWolf NAS,2000.0,5900.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar Black,2000.0,7200.0,64.0,3.5,SATA 3.0 Gb/s
Seagate BarraCuda,320.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Western Digital RE4,500.0,7200.0,64.0,3.5,SATA 3.0 Gb/s
Seagate Barracuda 7200.11,320.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Hitachi Ultrastar 7K4000,2000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Seagate ST2000VN000,2000.0,5900.0,64.0,3.5,SATA 6.0 Gb/s
Seagate Constellation.2,1000.0,7200.0,64.0,2.5,SAS 6.0 Gb/s
Seagate Constellation ES,1000.0,7200.0,16.0,3.5,SAS 3.0 Gb/s
Western Digital Purple,6000.0,5400.0,64.0,3.5,SATA 6.0 Gb/s
Dell 342-3520,1000.0,7200.0,,2.5,SAS 3.0 Gb/s
Hitachi HTS547550A9E384,500.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Seagate IronWolf NAS,1000.0,5900.0,64.0,3.5,SATA 6.0 Gb/s
Hitachi HUA721010KLA330,1000.0,7200.0,32.0,3.5,SATA 6.0 Gb/s
Seagate SkyHawk,8000.0,5900.0,256.0,3.5,SATA 6.0 Gb/s
Seagate EXOS Enterprise,6000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Seagate IronWolf NAS,18000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Western Digital Purple Pro,14000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Western Digital Purple,8000.0,5640.0,128.0,3.5,SATA 6.0 Gb/s
Toshiba N300,4000.0,7200.0,,3.5,SATA 6.0 Gb/s
Western Digital Purple Surveillance,3000.0,5400.0,256.0,3.5,SATA 6.0 Gb/s
Western Digital Purple,2000.0,5400.0,,3.5,SATA 6.0 Gb/s
Seagate Momentus 7200.4,500.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Hitachi Travelstar 5K500.B,250.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Western Digital Green,1000.0,5400.0,64.0,3.5,SATA 3.0 Gb/s
Western Digital Blue,500.0,7200.0,8.0,3.5,SATA 3.0 Gb/s
Seagate SkyHawk Surveillance,3000.0,5900.0,256.0,3.5,SATA 6.0 Gb/s
Seagate IronWolf Pro NAS,14000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Western Digital VelociRaptor,150.0,10000.0,16.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Blue,500.0,7200.0,32.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar Green,1500.0,5400.0,32.0,3.5,SATA 3.0 Gb/s
Western Digital AV-GP,500.0,5400.0,8.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F3 EG,1000.0,5400.0,32.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 RAID,1000.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Blue,500.0,7200.0,16.0,3.5,PATA 100
Samsung Spinpoint M,160.0,5400.0,8.0,2.5,SATA 1.5 Gb/s
Seagate BarraCuda,2000.0,7200.0,64.0,3.5,SATA 3.0 Gb/s
Western Digital Raptor,150.0,10000.0,16.0,3.5,SATA 3.0 Gb/s
Toshiba HDD3B03,2000.0,7200.0,64.0,3.5,SAS 6.0 Gb/s
Hitachi 0F18335,6000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Seagate Barracuda 7200.10,160.0,7200.0,8.0,3.5,SATA 3.0 Gb/s
Seagate NAS HDD,4000.0,5900.0,64.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar 7K4000,3000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Hitachi H3IK40003272SW,4000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital Red Pro,4000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise Capacity,1000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate SkyHawk Surveillance,3000.0,5000.0,256.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise Capacity,8000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Seagate Constellation ES,2000.0,7200.0,64.0,3.5,SAS 6.0 Gb/s
Toshiba V300,500.0,5700.0,,3.5,SATA 6.0 Gb/s
Toshiba N300,16000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Seagate IronWolf Pro NAS,6000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar Blue,80.0,7200.0,8.0,3.5,SATA 3.0 Gb/s
Hitachi Deskstar 7K3000,3000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital SE,4000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital RE,1000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Seagate Momentus SpinPoint,2000.0,5400.0,32.0,2.5,SATA 6.0 Gb/s
Seagate ST1000NX0313,1000.0,7200.0,128.0,2.5,SATA 6.0 Gb/s
Toshiba X300,14000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Seagate Exos X18,10000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Western Digital Scorpio Black,250.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,750.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Western Digital AV-GP,1000.0,5400.0,8.0,3.5,SATA 3.0 Gb/s
Hitachi 7K1000.B,320.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F2 EG,1000.0,5400.0,32.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 DT,750.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F3R,1000.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Hitachi Travelstar 7K500,320.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Toshiba MK5061GSYN,500.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Hitachi Travelstar Z5K320,160.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Toshiba MK1059GSM,1000.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Hitachi Deskstar 5K3000,3000.0,5400.0,32.0,3.5,SATA 6.0 Gb/s
Seagate Pipeline HD,2000.0,5900.0,64.0,3.5,SATA 3.0 Gb/s
Toshiba MK1002TSKB,1000.0,7200.0,64.0,3.5,SATA 3.0 Gb/s
Seagate SV35.5,3000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Toshiba MK5059GSXP,500.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Seagate Constellation ES.3,3000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Western Digital Green,2000.0,5900.0,8.0,2.5,SATA 6.0 Gb/s
Samsung Spinpoint M8,500.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Toshiba X300,6000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate Exos X10,10000.0,7200.0,256.0,3.5,SAS 12.0 Gb/s
Seagate ST500VT001,500.0,5400.0,32.0,2.5,SATA 6.0 Gb/s
Toshiba HDEPS10GEA51F,6000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Hitachi HUC101212CSS600,1200.0,10000.0,64.0,2.5,SAS 6.0 Gb/s
Seagate Enterprise Capacity,8000.0,7200.0,256.0,3.5,SAS 6.0 Gb/s
Western Digital Black,500.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital Red Pro,6000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar C10K900,900.0,10000.0,64.0,2.5,SAS 6.0 Gb/s
Western Digital Blue,3000.0,5400.0,32.0,3.5,SATA 3.0 Gb/s
Western Digital Purple Pro,12000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Seagate SkyHawk AI,12000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Seagate IronWolf NAS,3000.0,5900.0,64.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E8,4000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Samsung Spinpoint F1 DT,640.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint M7,320.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Seagate BarraCuda,160.0,7200.0,8.0,3.5,SATA 3.0 Gb/s
Western Digital WDBMMA0020HNC-NRSN,2000.0,5400.0,64.0,3.5,SATA 6.0 Gb/s
Seagate Momentus 7200.4,160.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Western Digital Purple,10000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Seagate SkyHawk Surveillance,8000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar Green,500.0,5400.0,16.0,3.5,SATA 3.0 Gb/s
Western Digital Scorpio Black,80.0,7200.0,16.0,2.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,400.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,120.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Western Digital AV-GP,250.0,5400.0,8.0,3.5,SATA 3.0 Gb/s
Hitachi 7K1000,1000.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 DT,500.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint M7,500.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Seagate Barracuda LP,1500.0,5900.0,32.0,3.5,SATA 3.0 Gb/s
Seagate Barracuda ES.2,750.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Seagate BarraCuda,750.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Seagate Barracuda XT,2000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar Blue,320.0,7200.0,16.0,3.5,SATA 6.0 Gb/s
Seagate BarraCuda,750.0,7200.0,32.0,3.5,SATA 6.0 Gb/s
Seagate Barracuda Green,1500.0,5900.0,64.0,3.5,SATA 6.0 Gb/s
